10000 40000
1313 1659 212
1313 3669 51
1313 6452 17
1313 7019 41
1313 7859 228
1314 28 129
1314 531 64
1314 1432 12
1314 5456 147
1314 7827 283
1314 9290 227
1315 541 66
1315 765 232
1315 1727 137
1315 1821 242
1315 3323 57
1316 671 86
1316 1215 75
1316 3906 103
1316 4727 130
1317 277 194
1317 2896 256
1317 6429 241
1317 6940 78
1318 221 179
1318 4258 91
1318 6858 50
1318 9764 229
1319 1928 108
1319 3441 114
1319 6674 59
1319 7579 253
1319 8914 42
1320 607 67
1320 2582 143
1320 9022 31
1321 1172 212
1321 1985 240
1321 3877 291
1321 4307 117
1321 5060 100
1321 6894 216
1321 9667 239
1322 333 273
1322 4795 217
1322 5653 292
1323 240 26
1323 5537 238
1323 5724 209
1323 6540 179
1323 9759 214
1324 2711 198
1324 5323 84
1325 528 299
1325 1022 256
1325 1344 103
1325 2144 23
1325 8313 123
1326 53 20
1326 1468 298
1326 2446 130
1326 2622 270
1326 5931 3
1327 5587 153
1328 1251 239
1328 1662 101
1328 7682 243
1328 8400 296
1329 3641 98
1329 3879 294
1329 4188 234
1329 5303 54
1329 8397 290
1330 1040 49
1330 1185 257
1330 2763 150
1330 4020 193
1330 6091 111
1330 9303 252
1331 879 141
1331 2459 207
1331 2930 76
1331 4056 141
1331 4199 3
1331 8084 240
1332 6837 18
1332 7198 245
1332 8427 32
1333 291 51
1333 1264 13
1333 2867 53
1333 3580 108
1333 4735 206
1333 5190 278
1333 7318 60
1333 7662 106
1333 8766 28
1334 620 71
1334 2044 219
1334 2052 276
1334 7605 242
1334 7841 21
1335 2104 26
1335 3615 182
1335 3835 0
1335 5921 101
1336 6234 89
1337 171 154
1337 5752 56
1337 5860 74
1337 7556 87
1338 1102 148
1338 1483 255
1339 1505 54
1339 3341 222
1339 9369 272
1340 910 93
1340 4985 169
1340 5686 21
1340 6491 43
1340 6899 130
1341 371 18
1341 845 120
1341 5934 142
1341 6935 2
1341 9412 115
1342 6190 92
1343 1067 133
1343 1604 0
1343 2347 229
1343 2478 35
1343 3076 64
1343 5865 285
1343 8731 251
1343 9368 44
1344 2736 137
1344 4362 289
1344 5880 10
1344 7415 118
1345 2237 97
1345 4082 294
1345 6103 30
1346 46 273
1346 1769 163
1346 4287 235
1347 3848 58
1347 5396 66
1347 5507 281
1348 283 11
1348 678 217
1348 781 243
1348 1105 163
1348 7953 60
1348 9865 22
1349 6411 43
1349 8330 34
1350 454 84
1350 557 152
1350 7606 195
1350 9648 87
1351 199 3
1351 234 250
1351 1152 172
1351 2225 54
1351 2974 21
1351 5909 72
1351 7378 265
1352 1348 11
1352 8219 296
1353 299 210
1353 5549 106
1353 7887 293
1354 1813 253
1354 1976 11
1354 2597 47
1354 3722 167
1354 5698 88
1354 6995 221
1354 8343 129
1354 8620 165
1354 9648 58
1354 9888 290
1355 24 62
1355 1015 231
1355 1025 247
1355 5533 244
1355 7402 72
1356 3626 105
1356 4901 174
1356 7012 257
1356 7837 141
1356 8301 60
1357 4640 92
1357 5300 31
1357 5372 274
1357 8349 270
1357 9191 197
1357 9216 276
1358 1111 181
1358 1436 269
1358 6714 208
1359 466 3
1359 5731 89
1359 7541 132
1359 7590 291
1359 7593 143
1360 747 139
1360 802 278
1360 1583 293
1360 2814 154
1360 7644 270
1361 1382 165
1361 2316 198
1361 2756 114
1361 4947 107
1361 5345 201
1361 5545 14
1361 7338 169
1362 1914 156
1362 2834 176
1362 4685 96
1362 4895 268
1362 7081 286
1362 7799 120
1363 28 284
1363 2523 155
1363 2628 29
1363 5079 103
1363 9802 169
1364 2296 246
1364 5947 235
1364 6141 199
1364 6498 108
1365 431 263
1365 1449 32
1365 2125 4
1365 6178 227
1365 8479 124
1366 1364 133
1366 1921 8
1366 2265 252
1366 4191 145
1366 8175 224
1367 529 78
1367 4140 103
1367 6896 292
1367 8453 177
1367 9385 277
1368 364 234
1368 1559 187
1368 3595 106
1368 5133 209
1368 6641 182
1368 8043 210
1368 8138 258
1368 8841 151
1368 9346 287
1369 93 124
1369 1244 194
1369 3016 173
1369 3650 32
1369 6120 213
1369 8685 90
1370 1841 89
1370 2138 81
1371 329 230
1371 3264 238
1371 4039 204
1371 5444 7
1371 6012 207
1371 8398 94
1372 1525 158
1372 2003 133
1372 2539 250
1372 5503 185
1372 5722 235
1372 7094 226
1373 34 259
1373 116 27
1373 750 260
1373 2739 16
1373 3019 25
1373 5238 154
1373 7039 13
1373 7340 123
1373 9894 28
1374 786 209
1374 1538 267
1374 2548 283
1374 3820 111
1374 4646 220
1374 4942 132
1374 6206 104
1374 6763 44
1374 7549 49
1375 59 45
1375 6286 45
1375 7214 241
1376 102 151
1376 1517 33
1376 3137 106
1376 3872 187
1376 6457 117
1376 7452 236
1376 7951 96
1376 9736 21
1376 9806 194
1377 4040 217
1377 8326 167
1378 142 20
1378 4709 203
1378 9176 136
1379 255 14
1379 1185 243
1379 1825 157
1379 2942 218
1379 6013 158
1379 6104 299
1379 7669 285
1379 7923 39
1379 9541 108
1380 1920 167
1380 2574 281
1380 8730 207
1381 139 109
1381 707 51
1381 951 105
1381 1821 89
1381 2065 172
1381 4505 171
1382 1444 61
1382 4363 181
1382 6260 189
1382 7942 82
1383 2223 143
1383 2971 248
1383 5243 219
1383 5270 270
1383 6484 103
1383 8297 19
1383 8797 33
1383 9198 42
1384 37 266
1384 531 126
1384 4173 182
1384 4888 264
1384 6914 119
1385 1054 285
1385 7262 184
1385 7649 179
1385 9154 162
1386 1998 75
1386 3371 223
1386 7833 260
1387 349 192
1387 541 56
1387 1688 281
1387 8961 42
1388 7139 197
1388 7338 208
1388 9076 17
1389 1524 103
1389 1668 188
1389 2742 115
1389 3909 268
1389 4086 105
1389 8533 35
1390 8392 205
1391 3703 262
1391 6139 35
1391 7449 240
1391 7926 20
1391 8900 157
1392 801 111
1392 1751 113
1392 2690 110
1392 3258 284
1392 9568 120
1393 347 50
1393 562 96
1393 718 211
1393 2267 168
1393 6704 166
1393 9241 244
1394 692 44
1394 6183 200
1394 7948 86
1394 8877 108
1395 1630 142
1395 7308 166
1395 8067 251
1395 9061 268
1396 170 96
1396 6853 58
1396 8215 161
1396 9456 45
1396 9697 2
1396 9775 67
1397 1997 256
1397 2225 39
1397 4673 14
1397 6601 150
1397 7867 20
1397 7988 151
1398 4234 235
1398 5720 127
1398 6330 207
1398 7253 9
1398 9282 143
1399 188 163
1399 1934 14
1399 4782 22
1399 7323 219
1399 8469 38
1399 9555 226
1401 3332 245
1401 7866 117
1401 9154 271
1401 9500 222
1402 999 245
1402 4713 216
1402 9133 191
1403 409 251
1403 755 39
1403 2124 173
1403 2223 205
1403 2958 78
1403 7808 249
1403 8134 221
1404 2069 158
1405 53 271
1405 693 134
1405 829 162
1405 1626 253
1405 3687 24
1405 5936 140
1405 6576 39
1405 7463 212
1405 8025 62
1405 9820 67
1406 492 179
1406 1215 184
1406 1655 152
1406 2679 28
1406 2755 238
1406 4883 199
1406 6007 169
1407 2668 73
1407 5429 88
1407 5751 55
1408 3733 242
1408 5346 193
1409 1307 283
1409 1317 266
1410 1018 28
1410 2383 88
1410 3470 249
1410 3668 120
1410 6417 256
1410 6902 57
1410 8463 248
1411 6040 250
1411 8250 50
1412 1658 274
1412 3447 203
1412 6155 166
1412 8076 108
1412 8082 34
1413 134 238
1413 5829 38
1413 6889 165
1413 9894 216
1414 944 257
1414 2058 168
1414 3472 124
1414 4589 139
1414 5550 250
1414 7174 219
1414 7263 271
1414 8408 230
1414 9554 79
1415 913 42
1415 1291 53
1415 6162 96
1415 8703 242
1415 9383 111
1415 9670 249
1416 363 293
1416 1867 118
1416 3115 63
1416 3452 208
1416 6446 102
1416 6683 4
1416 8649 177
1417 956 167
1417 1463 153
1417 2305 77
1417 2581 122
1417 2895 35
1417 5052 200
1417 5211 32
1417 9478 223
1418 4 176
1418 1704 167
1418 2482 264
1418 7624 144
1419 3308 112
1419 7341 126
1420 1997 250
1420 3919 236
1420 6043 65
1420 9594 231
1421 2912 267
1421 3506 14
1421 3574 233
1421 7481 122
1421 7903 89
1421 8934 7
1422 2207 101
1422 2754 151
1422 7981 92
1423 696 28
1423 822 124
1423 4413 96
1423 4890 24
1423 5229 174
1423 7291 23
1423 7999 241
1423 9810 84
1423 9880 278
1424 835 175
1424 2444 267
1424 3527 81
1424 5256 46
1424 5986 53
1424 7361 275
1424 7868 91
1424 8772 131
1425 5762 32
1425 6298 40
1425 6299 66
1425 8493 91
1425 8701 133
1426 5869 172
1426 5991 297
1426 6353 251
1426 8617 57
1426 8706 55
1426 9582 295
1426 9864 204
1427 1195 258
1427 2194 249
1427 6599 172
1427 7265 37
1427 7906 295
1427 9355 60
1428 4124 181
1428 4483 159
1428 5158 153
1428 5890 141
1428 6233 255
1428 8246 67
1428 9103 149
1428 9395 118
1429 555 210
1429 5385 152
1430 1450 249
1430 7669 259
1431 1499 126
1431 2476 91
1431 5420 143
1431 5757 195
1431 7631 295
1432 6768 75
1433 3355 62
1433 4083 266
1433 6336 154
1434 2326 233
1434 3144 239
1434 3985 188
1434 4228 126
1434 5564 53
1434 6166 158
1434 9166 158
1435 2141 39
1435 2337 282
1435 3546 59
1435 3549 217
1435 3911 298
1435 5502 191
1435 6654 215
1436 798 19
1436 4703 130
1436 6032 243
1437 482 0
1437 1420 169
1437 3811 152
1437 5965 121
1437 7502 252
1438 309 106
1438 6082 118
1438 7525 230
1439 1399 257
1439 2559 299
1439 5661 271
1440 437 236
1440 2317 66
1440 2950 3
1440 4394 68
1440 5778 189
1441 4483 5
1441 5936 267
1441 6441 99
1442 389 68
1442 418 176
1442 1323 17
1442 2666 183
1442 3781 52
1442 4711 28
1443 1500 256
1443 7382 269
1443 8005 251
1444 799 271
1444 3197 115
1445 947 171
1445 1044 69
1445 1916 155
1445 2726 106
1445 4523 143
1445 8228 135
1446 281 101
1446 720 188
1446 784 131
1446 1721 257
1446 2954 197
1446 5018 14
1446 5886 279
1446 6069 68
1446 8150 265
1447 40 218
1447 7487 216
1447 8011 58
1448 3504 11
1448 4307 277
1448 5939 278
1448 8764 136
1448 8956 270
1448 9860 72
1449 1715 288
1449 5389 280
1449 9230 131
1450 1517 261
1450 1961 290
1450 2196 61
1450 3278 197
1450 3553 155
1450 5532 75
1450 5547 160
1450 6255 134
1450 6522 91
1450 6906 119
1450 7717 125
1450 7761 11
1450 8063 46
1450 9916 71
1451 545 151
1451 5428 181
1452 1474 141
1452 2401 244
1452 5275 141
1452 5715 181
1452 7129 137
1453 859 234
1453 3071 126
1453 7298 38
1453 7774 294
1453 8612 272
1454 2357 118
1454 3352 263
1454 3577 163
1454 5195 107
1454 7250 94
1455 8703 136
1456 6 81
1456 2156 240
1457 2410 188
1458 402 80
1458 3102 108
1458 3136 191
1458 3376 194
1458 5062 100
1458 6127 230
1458 6678 2
1459 2853 20
1459 3377 33
1459 9921 250
1460 1273 257
1460 1630 104
1460 2699 60
1460 5289 166
1460 7838 289
1460 9181 255
1461 123 147
1461 1400 122
1461 1944 267
1461 4581 81
1461 9340 5
1461 9811 136
1462 875 30
1462 1992 95
1462 2066 135
1462 7611 277
1462 9241 237
1462 9402 139
1463 6573 77
1463 8596 32
1463 9630 184
1464 1501 80
1464 2589 181
1464 4659 127
1464 5507 114
1464 6853 4
1465 3696 120
1465 5772 114
1465 6138 169
1465 7891 62
1465 9759 69
1466 262 49
1466 443 269
1466 711 72
1466 1803 58
1466 2613 254
1466 3253 143
1466 4662 292
1466 6182 23
1466 6229 259
1466 6275 115
1467 2690 161
1467 3239 182
1467 6238 80
1467 8934 6
1468 105 79
1468 5625 65
1468 7629 43
1468 8912 197
1468 9896 136
1469 475 228
1469 2148 139
1469 4943 163
1469 6645 174
1469 7179 42
1469 7250 11
1469 8685 90
1470 447 114
1470 1443 208
1470 2819 278
1470 6921 82
1470 7451 142
1470 8463 37
1470 9255 160
1471 7986 280
1471 8067 26
1471 9167 33
1471 9723 155
1472 286 267
1472 713 132
1472 1983 285
1472 3016 154
1472 3554 222
1472 7925 289
1473 6797 289
1473 9210 132
1473 9868 119
1474 2186 166
1474 3445 88
1474 8134 272
1475 554 132
1475 6036 187
1475 9220 69
1476 1056 111
1476 3154 135
1477 1203 65
1477 2857 140
1477 6413 285
1477 6854 3
1477 8067 185
1477 9258 240
1478 1273 292
1478 5786 24
1478 6185 97
1478 6941 108
1478 8255 201
1478 9358 262
1478 9636 269
1479 2716 0
1479 6573 106
1480 690 31
1480 1989 17
1480 4405 82
1480 4695 169
1481 494 157
1481 686 151
1481 747 67
1481 9641 130
1482 89 242
1482 912 19
1482 2957 55
1482 5104 53
1482 6092 207
1483 1539 203
1483 6765 126
1483 6979 140
1484 2757 299
1484 3915 28
1484 6150 61
1484 7041 70
1484 9399 284
1485 1122 173
1485 1749 227
1485 2132 168
1485 2920 106
1485 3402 258
1485 4747 78
1485 7097 126
1486 88 165
1486 2506 6
1486 3246 119
1486 4212 155
1486 5996 6
1487 442 117
1487 1552 125
1487 4326 276
1487 4337 299
1487 8071 4
1487 8239 66
1488 634 196
1488 6138 202
1488 9093 268
1489 2836 62
1489 3843 29
1489 7068 297
1490 1208 11
1490 2900 97
1490 3582 90
1490 4977 98
1490 7089 123
1491 1775 273
1491 3316 253
1491 7056 13
1491 8811 214
1492 6336 249
1493 1280 205
1493 1392 133
1493 1493 180
1493 1927 269
1493 2146 221
1493 2215 141
1493 4793 40
1493 8517 157
1493 9698 242
1494 1649 125
1494 4773 196
1494 9387 272
1495 2877 85
1495 3626 199
1495 3740 49
1495 3967 48
1495 6592 245
1495 6811 93
1495 7211 242
1495 8782 82
1496 24 18
1496 7942 272
1497 1093 147
1497 2221 166
1497 2438 253
1497 4278 128
1497 6735 27
1497 9402 236
1498 4320 179
1498 5743 88
1498 6033 280
1498 7447 203
1498 8720 278
1499 5697 53
1499 5698 248
1500 228 8
1500 1564 146
1500 5368 40
1501 154 122
1501 6034 129
1501 6389 207
1501 6639 113
1501 6640 234
1501 8030 208
1502 1815 170
1502 8531 289
1502 9845 167
1503 3155 50
1503 7150 288
1503 9196 101
1504 1098 280
1504 1110 132
1504 1830 213
1504 2559 113
1504 3281 146
1504 3483 166
1504 5383 21
1504 7179 154
1505 1157 2
1505 1719 279
1505 4444 93
1505 7219 215
1506 6179 286
1506 6566 112
1507 1153 74
1507 2783 197
1507 6281 103
1508 1753 197
1508 4771 13
1508 6528 246
1508 6826 104
1508 8135 215
1508 8873 250
1509 1371 38
1509 3026 12
1509 9354 124
1509 9780 163
1510 1558 266
1510 2406 0
1510 3037 209
1510 3106 151
1510 7233 8
1511 1248 292
1511 2125 138
1511 3211 87
1511 4878 75
1511 4992 224
1511 6202 234
1511 8726 55
1511 9074 194
1511 9630 245
1512 293 10
1512 839 95
1512 2673 240
1512 3979 199
1512 5235 241
1512 9191 298
1513 257 15
1513 579 262
1513 6769 290
1514 1442 161
1514 4523 229
1514 5830 113
1514 6453 193
1514 8064 165
1514 9375 28
1514 9624 234
1515 640 294
1515 689 174
1515 974 164
1515 2066 171
1515 9401 275
1516 1368 210
1516 2396 238
1516 3330 104
1516 5340 167
1516 7067 134
1516 8786 234
1516 8797 258
1517 115 37
1517 1780 171
1517 4952 231
1517 8073 274
1517 8638 217
1518 193 105
1518 2096 183
1518 4718 244
1518 4949 116
1518 9857 25
1519 66 62
1519 2449 176
1519 4716 40
1519 5925 27
1519 5968 184
1519 7845 217
1519 8766 261
1520 2792 265
1520 5722 274
1521 1205 26
1521 1556 151
1521 3080 97
1521 3404 21
1521 6282 161
1522 324 281
1522 2066 77
1522 2911 80
1522 4194 81
1522 4465 39
1522 5021 18
1522 7304 29
1523 2597 115
1523 3319 216
1523 6508 134
1524 1922 181
1524 2030 138
1524 2832 52
1524 7550 99
1524 8152 201
1525 523 227
1525 5434 262
1526 2715 192
1526 2857 2
1526 6274 36
1526 7385 223
1527 532 66
1527 4163 268
1527 5117 249
1528 1363 45
1528 1365 65
1528 2302 14
1528 2526 90
1528 3448 188
1528 6164 295
1528 6366 272
1528 6746 54
1528 6881 233
1528 7304 142
1528 8035 121
1528 9812 132
1529 1087 223
1529 2246 225
1529 8632 52
1529 9999 90
1530 390 69
1530 1011 53
1530 2901 160
1530 3668 26
1530 8527 120
1531 1090 235
1531 1428 37
1531 2829 282
1531 3037 81
1531 7019 107
1531 7570 110
1531 7686 205
1531 7861 71
1531 8264 183
1532 4078 225
1532 6517 256
1533 582 194
1533 1031 234
1533 1325 255
1533 3948 267
1533 4985 187
1533 7829 4
1533 8361 215
1533 8725 98
1534 984 172
1534 1831 103
1534 6890 64
1534 9453 244
1535 649 169
1535 1735 277
1535 5740 64
1536 5966 186
1536 6339 214
1536 7519 42
1537 559 261
1537 977 101
1537 1894 4
1537 3436 208
1537 4314 298
1537 6814 263
1537 7707 97
1538 61 229
1538 970 48
1538 1301 18
1538 1869 112
1538 2406 283
1538 3466 158
1538 3799 127
1538 4049 77
1538 4561 89
1539 1013 54
1539 1381 157
1539 5529 120
1539 9299 75
1540 809 125
1540 1492 195
1540 1725 150
1540 1960 123
1540 4121 14
1540 9294 146
1541 1136 85
1541 2755 39
1541 8371 195
1542 1001 7
1542 4804 96
1542 6465 231
1543 626 67
1543 1514 230
1543 1924 223
1543 8581 281
1543 9852 221
1544 609 78
1544 3531 213
1544 6755 54
1545 2471 205
1545 6679 259
1545 7716 258
1545 8894 262
1546 8515 43
1547 1346 226
1547 1865 31
1547 6544 290
1547 7230 139
1547 7276 20
1547 9310 259
1548 498 116
1548 1408 55
1548 3834 178
1549 1368 42
1549 5853 29
1549 8138 53
1549 8226 158
1550 187 131
1550 669 110
1550 2478 248
1550 4353 281
1550 6820 203
1550 6923 129
1550 8908 236
1551 3489 210
1551 5883 178
1551 6138 104
1552 1742 182
1552 7477 66
1552 9045 99
1552 9720 216
1553 2270 215
1553 3071 186
1553 5296 14
1553 9353 30
1554 2281 209
1554 2482 108
1554 3922 103
1554 5568 110
1554 7813 244
1554 9342 253
1555 1970 284
1555 4917 171
1555 9245 125
1555 9929 146
1556 42 140
1556 982 193
1556 2293 48
1556 2798 3
1556 3058 216
1556 8848 62
1557 830 100
1557 973 282
1557 2613 37
1557 5880 187
1557 8259 170
1558 1412 0
1558 3150 169
1558 5780 263
1558 9467 5
1559 1683 171
1559 2621 52
1560 0 277
1560 1652 86
1560 7250 95
1560 8323 97
1560 8359 95
1561 2052 41
1561 2898 77
1561 5739 184
1561 6544 131
1561 7159 113
1561 7790 103
1561 9277 198
1562 711 247
1562 1376 295
1562 2429 16
1562 4456 281
1562 4524 19
1562 4659 274
1562 9354 102
1562 9427 169
1563 93 233
1563 839 65
1563 1322 143
1563 3204 203
1563 4884 134
1563 5833 242
1563 6527 91
1563 6849 209
1563 7604 49
1563 8400 41
1564 5051 168
1564 6614 254
1564 7034 171
1565 1869 229
1565 2495 291
1565 5377 25
1565 6773 135
1565 8757 158
1565 8818 297
1565 9067 221
1566 6882 147
1567 890 179
1567 956 118
1567 3807 115
1567 3814 31
1567 7738 261
1567 8384 85
1567 9894 114
1568 434 149
1568 797 225
1568 4307 12
1568 6231 72
1569 1882 278
1569 4798 111
1569 6667 238
1569 9138 270
1570 6425 3
1570 7133 229
1570 8211 135
1570 9940 14
1571 5060 104
1571 7979 38
1571 8692 33
1571 9108 146
1571 9273 237
1572 1261 283
1572 7567 113
1572 8023 163
1573 2617 290
1573 3067 119
1573 4399 173
1573 5395 137
1573 7839 42
1573 8072 43
1573 9175 274
1575 678 19
1575 1582 75
1575 1897 296
1575 4430 197
1575 4441 242
1575 9337 76
1576 538 233
1576 540 223
1576 763 198
1576 4353 68
1576 5995 298
1577 42 184
1577 722 284
1577 4253 123
1577 5723 207
1577 5751 43
1577 7687 81
1577 9361 217
1578 1579 186
1578 1735 80
1578 2255 85
1578 9537 178
1578 9991 266
1579 899 139
1579 985 236
1579 2628 29
1579 2964 229
1579 6224 28
1579 7481 253
1580 917 134
1580 2214 157
1580 2789 113
1580 4051 262
1580 6204 141
1580 6453 203
1581 2431 76
1581 2544 279
1581 5699 179
1581 6643 91
1581 9620 103
1582 6567 93
1582 7069 139
1582 7911 3
1582 8259 205
1583 579 211
1583 635 253
1583 687 72
1583 1899 109
1583 4420 98
1583 7307 91
1583 7926 221
1583 8495 99
1583 8591 45
1583 9467 75
1584 805 113
1584 1433 100
1584 1851 291
1584 3660 175
1584 4322 118
1584 5842 19
1584 6316 268
1584 8736 38
1584 9631 236
1585 2289 271
1585 3282 185
1585 4041 123
1585 4660 8
1585 5647 229
1585 6833 174
1585 7089 107
1585 8075 166
1586 836 79
1586 1198 54
1586 6326 14
1587 2406 37
1587 4088 197
1587 4212 247
1587 4785 277
1587 5854 152
1587 6102 84
1587 7629 218
1588 2955 45
1588 3520 295
1588 6159 263
1588 6921 204
1588 7898 39
1588 8370 38
1589 881 176
1589 1191 165
1589 1490 100
1589 5687 105
1589 6382 205
1589 8538 19
1590 179 237
1590 7538 250
1590 8130 227
1590 8538 142
1591 2048 36
1591 2749 256
1591 2848 235
1591 3068 8
1591 6654 81
1591 7801 79
1591 8604 297
1591 8629 76
1591 9949 235
1592 2307 10
1592 2398 104
1592 5307 103
1592 6934 183
1592 8197 274
1592 9147 55
1593 634 241
1593 1145 285
1593 2274 274
1593 2783 56
1593 3990 91
1593 5416 25
1593 9040 153
1593 9767 59
1594 968 109
1594 3215 21
1594 3360 154
1594 3481 104
1594 4425 34
1594 6671 207
1594 7293 92
1594 8057 161
1594 8256 27
1594 9033 122
1594 9829 143
1595 1016 215
1595 1617 20
1595 2307 119
1595 4052 185
1595 5265 202
1595 6433 207
1595 8286 256
1595 8533 283
1596 1107 31
1596 2728 251
1596 2882 182
1596 3539 277
1596 3781 80
1596 8560 202
1597 549 278
1597 2383 73
1597 2862 223
1597 3261 263
1597 4918 272
1597 9061 284
1598 1736 132
1598 4237 189
1598 7500 17
1598 7699 34
1598 7762 121
1598 9302 6
1599 1837 292
1599 5902 49
1599 9951 160
1600 3902 82
1600 8452 231
1601 2136 148
1601 2552 189
1601 2805 33
1601 5557 255
1601 7189 32
1601 9409 190
1602 280 64
1602 4362 37
1602 4766 180
1602 7500 136
1602 8092 92
1602 8134 153
1603 224 290
1603 3941 199
1604 1972 88
1604 2719 259
1604 4489 131
1604 5154 22
1604 6802 187
1604 7016 195
1604 8008 214
1604 8585 283
1605 4964 227
1605 5532 200
1605 7131 94
1605 9748 191
1606 835 111
1606 2415 226
1606 3878 36
1606 6134 180
1606 9044 174
1606 9522 246
1607 998 267
1607 2385 16
1608 2742 34
1608 4157 164
1608 5624 172
1608 5723 295
1608 9213 177
1609 373 118
1609 598 162
1609 7137 248
1609 7355 120
1609 7690 90
1610 990 23
1610 2099 111
1610 5879 99
1611 1932 114
1611 2666 72
1611 4197 76
1611 5407 141
1611 7215 128
1611 8995 161
1611 9051 72
1612 542 164
1612 989 261
1612 4976 86
1612 6104 129
1612 6465 57
1612 9672 126
1612 9936 160
1613 2670 59
1613 5193 200
1613 6586 36
1613 7315 57
1614 3130 51
1614 7700 237
1615 1222 59
1615 2609 264
1615 5435 224
1615 5584 222
1615 6619 123
1615 7247 259
1615 8739 51
1616 1219 136
1616 1674 204
1616 1949 136
1616 5344 73
1616 5398 105
1616 5401 234
1616 6420 276
1616 6887 278
1617 1626 242
1617 2095 48
1617 3937 31
1617 4015 126
1617 8583 9
1617 9471 130
1618 2342 140
1618 2349 192
1618 5584 39
1618 8610 86
1618 8625 42
1618 8923 103
1619 118 226
1619 6013 174
1619 9106 263
1619 9860 129
1619 9886 54
1620 116 247
1620 1628 129
1620 1927 161
1620 5010 143
1620 7384 209
1620 8056 133
1621 1767 0
1621 3424 52
1621 5815 111
1621 6649 101
1621 8990 176
1622 162 49
1622 198 101
1622 1728 61
1622 3925 102
1622 8013 186
1623 2156 19
1623 7632 143
1623 9132 272
1624 7285 117
1625 1734 294
1625 1989 220
1625 5235 261
1625 5696 112
1625 5879 258
1625 7165 211
1625 7166 178
1625 8357 164
1625 9357 82
1626 2663 291
1626 4999 117
1626 8935 108
1627 1846 5
1627 4862 104
1627 7781 72
1627 7831 141
1628 3285 132
1628 9068 228
